College Code,College Name,District,Type,EIIN,Address
2569,ADARSHA SHIKKHAK PROSHIKHAN COLLEGE,RAJSHAHI,Non Govt.,133309,HATEMKHAN
2570,GOVT. TEACHERS' TRAINING COLLEGE,RAJSHAHI,Govt.,133604,Sadar
2572,UTTARBANGA TEACHERS' TRAINING COLLEGE,RAJSHAHI,Non Govt.,,"kazla, rajshahi"
2573,CHARGHAT WOMENS DEGREE COLLEGE,RAJSHAHI,Non Govt.,126587,CHARGHAT
2575,GOVT. PHYSICAL EDUCATION COLLEGE,RAJSHAHI,Govt.,,VOBINYGANG BAGMARA
2577,SHAHID ZIAUR RAHMAN PHYSICAL EDUCATION COLLEGE,RAJSHAHI,Non Govt.,,"Mothihar, Shampur"
2578,INSTITUTE FOR LIBRARY AND INFORMATION STUDIES (ILIS),RAJSHAHI,Non Govt.,,TALAIMARI
2580,RAJSHAHI ART COLLEGE,RAJSHAHI,Non Govt.,133596,Shiroil Rajshahi
2581,DHOPAPARA MEMOREAL COLLEGE,RAJSHAHI,Non Govt.,127021,"DHOPAPARA, PUTHIA"
2582,PARAGON INSTITUTE OF BUSINESS & ARTS (PIBA),RAJSHAHI,Non Govt.,,Ramchandrapur
2583,RAJABARI DEGREE MAHABIDDALAYA,RAJSHAHI,Non Govt.,126763,BOJAY NAGAR
2584,SHAHID A.H.M. KAMARUZZAMAN DEGREE COLLEGE,RAJSHAHI,Govt.,126484,UPASHAHAR
2585,MONDUMALA WOMEN'S DEGREE COLLEGE,RAJSHAHI,Non Govt.,127143,SADIPUR
2586,SALEHA-EMARAT DEGREE COLLEGE,RAJSHAHI,Non Govt.,126419,"SHANKOA, KAMARBARI"
2587,KAKONHAT COLLEGE,RAJSHAHI,Non Govt.,126757,"KAKONHAT, GODAGARI"
2588,FAZAR ALI MOLLA DEGREE COLLEGE,RAJSHAHI,Non Govt.,127140,MUNDUMALA
2589,ALHAZ SUJAUDDAWLA COLLEGE,RAJSHAHI,Non Govt.,126493,TAROKHADIA
2590,BAGMARA COLLEGE,RAJSHAHI,Non Govt.,126423,BAGMARA
2591,NASIRGONJ DEGREE COLLEGE,RAJSHAHI,Non Govt.,126431,"NASIRGONJ, BAGMARA"
2592,SAYEDPUR MOCHMOIL WOMENS DEGREE COLLEGE,RAJSHAHI,Non Govt.,126433,"SAYEDPUR, MOCHMOIL"
2593,KRISHNAPUR ADARSHA WOMENS COLLEGE,RAJSHAHI,Non Govt.,127145,KRISNAPUR
2594,HAROGRAM MODEL BUSINESS INSTITUTE (HMBI),RAJSHAHI,Non Govt.,,RAJSHAHI COURT
2595,MOHANPUR MOHILA DEGREE COLLEGE,RAJSHAHI,Non Govt.,126846,"MOHANPUR, RAJSHAHI"
2596,JHALUKA DEGREE COLLEGE,RAJSHAHI,Non Govt.,126663,"Amghachihat, Durgapur"
2597,KOYEL ADARSHA COLLEGE,RAJSHAHI,Non Govt.,127147,Tanore
2598,ORIENTAL INSTITUTE OF BUSINESS ADMINISTRATION (OIBA),RAJSHAHI,Non Govt.,,
2599,BASANTOKEDAR COLLEGE,RAJSHAHI,Non Govt.,126844,Mohanpur
7301,ABDUL GONI COLLEGE,RAJSHAHI,Non Govt.,126258,Bagha
7302,VARENDRA COLLEGE,RAJSHAHI,Non Govt.,126488,GHORAMARA
7303,KABI KAZI NAZRUL ISLAM COLLEGE,RAJSHAHI,Non Govt.,126926,
2201,SIRAJGANJ GOVT. COLLEGE,SIRAJGONJ,Govt.,128461,SIRAJGANJ SHADAR
2202,ISLAMIA GOVT. COLLEGE,SIRAJGONJ,Govt.,128464,SIRAJGONJ
2203,RASHIDAZZOHA GOVT. MAHILA COLLEGE,SIRAJGONJ,Govt.,128463,SIRAJGONJ
2204,MAULANA BHASANI COLLEGE,SIRAJGONJ,Non Govt.,128465,MUJIB SARAK
2205,GOVT. HAJI KORAP ALI COLLEGE,SIRAJGONJ,Govt.,128113,BOIDYAJAMTOIL
2206,CHOWHALI GOVT. COLLEGE,SIRAJGONJ,Govt.,128074,
2207,KAZIPUR MANSUR ALI GOVT. COLLEGE,SIRAJGONJ,Govt.,128185,CKAZIPUR
2208,ABDULLAH AL MAHMUD DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128457,"BAGBATI, SIRAJGANJ"
2209,RAFATULLAH IFAZUDDIN MEMORIAL COLLEGE,SIRAJGONJ,Non Govt.,128188,TENGLAHATA
2210,GOVT. AKBAR ALI COLLEGE,SIRAJGONJ,Govt.,128676,"ULLAPARA, SIRAJGONJ"
2211,HAJI WAHED MARIAM COLLEGE,SIRAJGONJ,Non Govt.,128276,CHANDAIKONA
2212,SALONGA COLLEGE,SIRAJGONJ,Non Govt.,128275,"SALONGA, RAYGONJ"
2213,TARASH COLLEGE,SIRAJGONJ,Non Govt.,128544,ARASH
2214,SHAHJADPUR GOVT. COLLEGE,SIRAJGONJ,Govt.,128355,SHAHZADPUR
2215,JAMIRTA COLLEGE,SIRAJGONJ,Non Govt.,128358,JAMIRTA
2216,BELKUCHI GOVERNMENT COLLEGE,SIRAJGONJ,Govt.,128028,"MUKUNDAGANTI, SHOHAGPUR"
2217,GOVERNMENT NURUNNAHAR TARKABAGISH COLLEGE,SIRAJGONJ,Govt.,128274,RAIGONJ
2219,SATBARIA DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128360,KHASSATBARIA
2220,GHORASAL SAHITTIK BARKAT ULLAH COLLEGE,SIRAJGONJ,Non Govt.,128359,BETKANDI
2221,AFZAL HOSSAIN MEMORIAL COLLEGE,SIRAJGONJ,Non Govt.,128182,CHALITADANGA
2222,JAMUNA COLLEGE,SIRAJGONJ,Non Govt.,128467,"SAROTIA, SAYADABAD"
2223,NATUARPARA COLLEGE,SIRAJGONJ,Non Govt.,128187,NATUAR PARA
2224,MOWLANA SAIFUDDIN YAHIA COLLEGE,SIRAJGONJ,Non Govt.,128356,SHAHZADPUR
2225,CHOWBARI DR. SALAM JAHANARA COLLEGE,SIRAJGONJ,Non Govt.,128112,CHOWBARI
2226,KONABARI SHAHIDUL BULBUL COLLEGE,SIRAJGONJ,Non Govt.,128114,SHAHIDNAGAR
2227,TARASH MAHILA COLLEGE,SIRAJGONJ,Non Govt.,128541,TARASH
2228,GULTA BAZAR SHAHID M. MANSUR ALI COLLEGE,SIRAJGONJ,Non Govt.,128543,GULTA BAZAR
2229,NEEM GACHHI COLLEGE,SIRAJGONJ,Non Govt.,128279,"NEEM GACHHI, RAYGONJ"
2230,ZINDANI COLLEGE,SIRAJGONJ,Non Govt.,128542,"SHARIFABAD, TARASH"
2231,DOBILA ISLAMPUR COLLEGE,SIRAJGONJ,Non Govt.,128540,"DOBILA, TARASH"
2232,AMINA MANSUR DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128189,HARINATHPUR
2233,SHIMLA COLLEGE,SIRAJGONJ,Non Govt.,128462,SHAHANGASA
2234,KAMARKHAND WOMEN'S DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128115,BAYDA JAMTOIL
2235,ALHAJ FORHAD ALI MEMORIAL COLLEGE,SIRAJGONJ,Non Govt.,128179,"SHARISHABARI, JAMALPUR"
2236,JATIYO TARUN SANGO BARA PANGASHI COLLEGE,SIRAJGONJ,Non Govt.,128677,BARAPANGASHI
2237,FULJORE DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128277,"NALKA, RAIGONJ"
2238,SIMANTA BAZAR MAHILA DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128466,POST-KURALIA
2239,SHAHZADPUR WOMEN'S COLLEGE,SIRAJGONJ,Non Govt.,128361,SHAHZADPUR
2240,MOHAMMAD NASIM CHALITADANGA WOMEN'S COLLEGE,SIRAJGONJ,Non Govt.,128181,CHALITADANGA
2241,GANDHAIL IDEAL COLLEGE,SIRAJGONJ,Non Govt.,128184,POST OFFICE-GANDHAIL
2242,DOWLATPUR DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128027,DOWLATPUR
2243,GOVT. BANGABONDHU COLLEGE,SIRAJGONJ,Govt.,128183,SONAMUKHI HAT
2245,UDGARI COLLEGE,SIRAJGONJ,Non Govt.,128190,"UDGARI, SIRAJGONG"
2246,SIRAJGONJ LAW COLLEGE,SIRAJGONJ,Non Govt.,,"sadar, sirajgong"
2247,SIRAJGONJ B. ED. COLLEGE,SIRAJGONJ,Non Govt.,,B.A COLLEGE ROAD
2248,RAJAB ALI MEMORIAL BIGGAN COLLEGE,SIRAJGONJ,Non Govt.,128454,SOYADHANGORA
2249,RAJAPUR DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128024,RAJAPUR
2250,BELKUCHI BAHUMUKHI WOMEN'S COLLEGE,SIRAJGONJ,Non Govt.,128025,BELKUCHI
2251,H. T. IMAM DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128675,ULLAPARA R.S
2252,GOVT. BANGABANDHU MOHILA DEGREE COLLEGE,SIRAJGONJ,Govt.,128362,"SHERKHALI, SHAHZADPUR"
2253,KARATOA COLLEGE,SIRAJGONJ,Non Govt.,128357,TALGACHI
2254,PRINCIPAL ABUL HOSSAIN COLLEGE,SIRAJGONJ,Non Govt.,128673,KALIAKAIR
2255,D.K.B.U COLLEGE,SIRAJGONJ,Non Govt.,128469,"BOHULY, SIRAJGONJ"
2256,GAZAIL COLLEGE,SIRAJGONJ,Non Govt.,128680,GAZAIL BAZAR
2257,SALAP COLLEGE,SIRAJGONJ,Non Govt.,128672,SALAP
2258,RAIGONJ UPAZILA SADAR DHANGRARA WOMENS DEGREE COLLEGE,SIRAJGONJ,Non Govt.,128281,"DHANGHARA, RAIGONJ"
2259,GHONA KUCHIAMARA COLLEGE,SIRAJGONJ,Non Govt.,128678,"kuchiamara, ullapara"
2260,KHAMARGRAM COLLEGE,SIRAJGONJ,Non Govt.,128076,Chauhali
2261,DADPUR G R COLLEGE,SIRAJGONJ,Non Govt.,128280,"Nalka, Royganj, Sirajganj"
2262,RAJMAN COLLEGE,SIRAJGONJ,Non Govt.,128679,"Ullapara, Sirajganj"
2263,GRAMPANGASHI COLLEGE,SIRAJGONJ,Non Govt.,128278,BELKUCHI
2264,JANNAT ARA HENRY SCIENCE & TECHNOLOGY COLLEGE,SIRAJGONJ,Non Govt.,,
2265,BELKUCHI MODEL COLLEGE,SIRAJGONJ,Non Govt.,128026,"BELKUCHI, SIRAJGONJ"
2266,BANGAMATA SHEIKH FAJILATUNNESA MUJIB IDEAL GOVERNMENT COLLEGE,SIRAJGONJ,Govt.,134354,"Chakmirjapur, Tarash"
101,GOVT. P. C. COLLEGE,BAGERHAT,Govt.,114830,HARINKHANA
102,SHERE BANGLA COLLEGE,BAGERHAT,Non Govt.,114876,KHARAMKHALI
103,BAGERHAT GOVT. MAHILA COLLEGE,BAGERHAT,Govt.,114831,BAGERHAT
104,RAMPAL GOVT. COLLEGE,BAGERHAT,Govt.,115226,RAMPAL
105,GILATALA ABUL KALAM COLLEGE,BAGERHAT,Non Govt.,115225,GILATALA
106,MORELGANJ SIRAJUDDIN MEMO. COLLEGE,BAGERHAT,Govt.,115155,MORRELGONJ
107,KAZI AZHAR ALI COLLEGE,BAGERHAT,Non Govt.,114922,ATTAKI
108,KHALILUR RAHMAN COLLEGE,BAGERHAT,Non Govt.,114983,MOLLAHAT
109,SHARANKHOLA DEGREE COLLEGE,BAGERHAT,Govt.,115263,Rayenda Bazar
110,MONGLA GOVT. COLLEGE,BAGERHAT,Govt.,115021,SHELABUNIA
111,ROWSHAN ARA SMRITI MAHILA COLLEGE,BAGERHAT,Non Govt.,115155,MORRELGONJ
112,KACHUA COLLEGE,BAGERHAT,Non Govt.,114953,KACHUA
113,SUNDARBAN MAHILA COLLEGE,BAGERHAT,Non Govt.,115227,SUNDARBAN
114,GOVT. FAKIRHAT FAZILATUNNESSA MUJIB MAHILA COLLEGE,BAGERHAT,Govt.,114921,"ATTAKA, FAKIRHAT,"
115,A. R. KHAN DEGREE COLLEGE,BAGERHAT,Non Govt.,115156,SANNYASHI BAZAR
116,SHAHID SMRITI COLLEGE,BAGERHAT,Non Govt.,114923,"TOWN NOWAPARA, FAKIRHAT"
117,GOVT. SHAHID SHEIKH ABU NASER MAHILA COLLEGE,BAGERHAT,Govt.,114952,"KACHUA, BAGERHAT"
118,DIGRAJ DEGREE MAHAVIDYALAYA,BAGERHAT,Non Govt.,118,"DIGRAJ, MONGLA, BAGERHAT"
119,BAGERHAT LAW COLLEGE,BAGERHAT,Non Govt.,,"amlapara, bagerhat sadar"
120,D. MIA ABBAS UDDIN TEACHERS' TRAINING COLLEGE,BAGERHAT,Non Govt.,,MORRELGONJ
121,GOVT. PHYSICAL EDUCATION COLLEGE,BAGERHAT,Govt.,,"Saira, Sreeghat, Bagerhat"
122,BELAYET HOSSAIN DEGREE COLLEGE,BAGERHAT,Non Govt.,114833,DEPARA
125,SALIMABAD DEGREE COLLEGE,BAGERHAT,Non Govt.,115154,DAIBAJNAHATI
126,SHEIKH HELAL UDDIN GOVT. COLLEGE,BAGERHAT,Govt.,114924,"SHUBHADIA, FAKIRHAT"
127,KALIDAS BARAL SMRITI COLLEGE,BAGERHAT,Non Govt.,114877,KHASHERHAT BAZAR
128,GOVT. BANGABANDHU MOHILA COLLEGE,BAGERHAT,Govt.,115023,"ARUABORNI, CHITALMARI"
129,KHAN JAHAN ALI COLLEGE,BAGERHAT,Non Govt.,114832,"DASHANI, BAGERHAT"
130,BANGABANDHU MOHILA GOVT. COLLEGE,BAGERHAT,Govt.,114875,MONGLA
131,MATREEBHASHA COLLEGE,BAGERHAT,Non Govt.,115264,"Dhansagar, Sharankhola"
132,MA BABAR RHIN COLLEGE,BAGERHAT,Non Govt.,115159,"Baharbunia, Morrelganj"
133,LAILA AZAD COLLEGE,BAGERHAT,Non Govt.,114981,
801,CHUADANGA GOVT. COLLEGE,CHUADANGA,Govt.,115383,CHUADANGA
802,ADARSHA MAHILA COLLEGE,CHUADANGA,Govt.,115384,BUJRUK GARGARI
803,CHUADANGA POURA COLLEGE,CHUADANGA,Non Govt.,115382,CHUADANGA
804,ALAMDANGA GOVERNMENT COLLEGE,CHUADANGA,Govt.,115330,ALAMDANGA
805,"M. S. ZOHA DEGREE COLLEGE, ALAMDANGA",CHUADANGA,Non Govt.,115329,"HARDI, ALAMDANGA"
806,DARSHANA GOVT. COLLEGE,CHUADANGA,Govt.,115428,DARSHANA
807,JIBON NAGAR DEGREE COLLEGE,CHUADANGA,Non Govt.,115461,JIBANNAGAR
808,ABDUL WADUD SHAH COLLEGE,CHUADANGA,Non Govt.,115429,DAMURHUDA
809,ALAMDANGA MOHILA DEGREE COLLEGE,CHUADANGA,Non Govt.,115332,WAPDA COLONY
810,BADARGONJ COLLEGE,CHUADANGA,Non Govt.,115381,BADARGONJ
811,NIGAR SIDDIK DEGREE COLLEGE,CHUADANGA,Non Govt.,115331,MUNSHIGONJ
812,JIBANNAGAR GOVT. ADARSHA MOHILA DEGREE COLLEGE,CHUADANGA,Govt.,115461,JIBANNAGAR
813,KHASHKARARA COLLEGE,CHUADANGA,Non Govt.,115333,"khashkarara, alamdanga"
814,BOROSOLUA NEW MODEL COLLEGE,CHUADANGA,Non Govt.,115380,JOYNAGAR
815,KARPASHDANGA MAHABIDDYALYA,CHUADANGA,Non Govt.,115430,DAMURHUDA
816,UTHALI COLLEGE,CHUADANGA,Non Govt.,115463,UTHALI COLLEGE
601,GOVT. KESHAB CHANDRA COLLEGE,JENAIDHA,Govt.,116552,JHENIDAH
602,SAILKUPA GOVT. COLLEGE,JENAIDHA,Govt.,116825,"SHAILKUPA, JHENAIDAH"
603,GOVT. LALAN SHAH COLLEGE,JENAIDHA,Govt.,116444,"HARINAKUNDU, JHENAIDAH"
604,GOVT. NURUNNAHAR MAHILA COLLEGE,JENAIDHA,Govt.,116550,JHENIDAH
605,JHENAIDAH COLLEGE,JENAIDHA,Non Govt.,116551,ARAP PUR
606,KHONDOKAR MOSHARRAF HOSSAIN GOVT. COLLEGE,JENAIDHA,Govt.,116676,KOTCHANDPUR
607,MAHESHPUR GOVERNMENT DEGREE COLLEGE,JENAIDHA,Govt.,116752,MAHESHPUR
608,GOVT. MAHTABUDDIN COLLEGE,JENAIDHA,Govt.,116633,"NALDANGA, KALIGANJ"
609,SHEIKPARA DUKHI MAHMUD COLLEGE,JENAIDHA,Non Govt.,116828,BOSONTOPUR
610,KOTCHANDPUR POURA MOHILA COLLEGE,JENAIDHA,Non Govt.,116675,KOTCHANDPUR
611,AMINA KHATUN COLLEGE,JENAIDHA,Non Govt.,116548,NARIKELBARIA
612,SAFDERPUR - DORA COLLEGE,JENAIDHA,Non Govt.,116673,SAFDARPUR
613,JARIP BISWAS DEGREE COLLEGE,JENAIDHA,Non Govt.,297838,BAGUTIA
614,MIA ZINNAH ALAM COLLEGE,JENAIDHA,Non Govt.,116826,"GARAGONJ, SHAILKUPA"
615,A. ROUF DEGREE COLLEGE,JENAIDHA,Non Govt.,116556,DAKBANGLA BAZER
616,SHEIKH HASINA PADMA PUKUR GOVT. DEGREE COLLEGE,JENAIDHA,Govt.,116753,GURDAHA
617,RAICHARAN TARINICHARAN DEGREE COLLEGE,JENAIDHA,Non Govt.,116553,GOPALPUR
618,SHAHEED ZIAUR RAHMAN LAW COLLEGE,JENAIDHA,Non Govt.,133628,Bangabandu road
619,SALEHA BEGUM MOHILA COLLEGE,JENAIDHA,Non Govt.,116443,HARINAKUNDU
620,MOHESHPUR POURO MOHILA COLLEGE,JENAIDHA,Non Govt.,116754,MOHESHPUR
621,"SHAHID ZIA-UR RAHMAN COLLEGE, FATEPUR",JENAIDHA,Non Govt.,116750,KHALISHPUR
622,SHAILKUPA CITY COLLEGE,JENAIDHA,Non Govt.,116821,SHAILKUPA
623,MD. SHAHIDUL ISLAM COLLEGE,JENAIDHA,Non Govt.,116748,BHAIROBA
624,BIDWA SAGAR TEACHERS' TRAINING COLLEGE,JENAIDHA,Non Govt.,133610,144 sher-e-bangla road
625,JHENAIDAH ADARSHA TEACHERS' TRAINING COLLEGE,JENAIDHA,Non Govt.,,moulana basani road
626,MUKTIJADDAH MOSHIUR RAHMAN DEGREE COLLEGE,JENAIDHA,Non Govt.,116557,"LAUDIA, JHENIDAH"
627,ALHAZ AMZAD ALI AND FAIZUR RAHMAN MOHILA COLLEGE,JENAIDHA,Non Govt.,116632,NALDANGA
628,ADIL UDDIN COLLEGE,JENAIDHA,Non Govt.,116827,LANGALBANDH
629,GOVT. BANGABANDHU MEMORIAL COLLEGE,JENAIDHA,Govt.,116822,SHAILAKUPA
630,G. T. COLLEGE,JENAIDHA,Non Govt.,116677,TALSAR
631,KATLAGARI COLLEGE,JENAIDHA,Non Govt.,116829,KATLAGARI BAZAR
632,GOVT. BIRSHRESTHA SHAHID HAMIDUR RAHMAN DEGREE COLLEGE,JENAIDHA,Govt.,116749,KHALISHPUR
633,SHAILKUPA MOHILA DEGREE COLLEGE,JENAIDHA,Non Govt.,116823,SHAILKUPA
634,HAZI ARSHAD ALI COLLEGE,JENAIDHA,Non Govt.,116445,"BHALKI BAZAR, HARINAKUNDU"
635,DR. SAIFUL ISLAM COLLEGE,JENAIDHA,Non Govt.,,"Mandarbaria, Moheshpur"
636,AL-HAZ MOSIUR RAHMAN COLLEGE,JENAIDHA,Non Govt.,116558,GANNA BAZAR
637,JATEER JANAK BANGABANDHU SHEIKH MUGIB MEMORIAL DEGREE COLLEGE,JENAIDHA,Govt.,131909,GOURINATHPUR
638,KOTCHANDPUR POURO COLLEGE,JENAIDHA,Non Govt.,116674,"KASHIPUR, KOTCHANDPUR"
639,BAROBAZAR COLLEGE,JENAIDHA,Non Govt.,116634,"KALIGANJ, JHENAIDAH"
640,SHAHID NUR ALI COLLEGE,JENAIDHA,Non Govt.,116630,"Kaligonj, Jhenaidah"
641,A & J COLLEGE,JENAIDHA,Non Govt.,116554,Jhenaidah sadar
642,MOSHARRAF HOSSAIN COLLEGE,JENAIDHA,Non Govt.,116549,JENAIDHA
644,JADOBPUR COLLEGE,JENAIDHA,Non Govt.,116751,
501,GOVT. MICHAEL MADHUSUDAN COLLEGE,JESSORE,Govt.,116101,KHORKI
502,KAZI NAZRUL ISLAM COLLEGE,JESSORE,Non Govt.,116100,HABITPUR
503,GOVT. SHAHID SIRAJUDDIN HOSSAIN COLLEGE,JESSORE,Govt.,115635,"GOURNAGAR, BAGHARPARA"
504,UPASHAHAR COLLEGE,JESSORE,Non Govt.,116106,"Newtown, Upashahar"
505,JESSORE CANTONMENT COLLEGE,JESSORE,Non Govt.,116109,JESSORE CANTONMENT
506,JESSORE GOVT. MAHILA COLLEGE,JESSORE,Govt.,116107,KARBALA ROAD
507,JESSORE GOVT. CITY COLLEGE,JESSORE,Govt.,116108,"NORAIL ROAD, JESSORE"
508,MONIRAMPUR GOVT. COLLEGE,JESSORE,Govt.,116310,MONIRAMPUR
509,MONIRAMPUR MAHILA COLLEGE,JESSORE,Non Govt.,116308,MONIRAMPUR
510,KESHABPUR GOVT. COLLEGE,JESSORE,Govt.,115944,KESHABPUR
511,HAZI ABDUL MOTALEB MAHILA COLLEGE,JESSORE,Non Govt.,115946,KESHABPUR
512,JHICKERGACHHA SHAHID MASHIUR RAHMAN COLLEGE,JESSORE,Govt.,115804,JHIKARGACHA
513,CHOWGACHHA GOVT. COLLEGE,JESSORE,Govt.,115718,CHOWGACHA
514,NAVARON DEGREE COLLEGE,JESSORE,Non Govt.,116384,"JADABPUR, NAVARON"
515,DR. AFIL UDDIN COLLEGE,JESSORE,Non Govt.,116382,BAGACHARA
516,NOAPARA GOVERNMENT COLLEGE,JESSORE,Govt.,115543,NOAPARA
517,MASHIAHATI COLLEGE,JESSORE,Non Govt.,116311,"MASHIAHATI, JESSORE"
518,SINGIA ADARSHA COLLEGE,JESSORE,Non Govt.,116099,"BANIRGATI, JANGALBADHAL"
519,BAGHARPARA COLLEGE,JESSORE,Non Govt.,115636,BAGHARPARA
520,BANKRA DEGREE COLLEGE,JESSORE,Non Govt.,115807,"S.BAN2RA, JHIKARGACHA"
521,CHOWGACHA MRIDHAPARA MAHILA COLLEGE,JESSORE,Non Govt.,115714,CHOWGACHA
522,HAMIDPUR AL-HERA COLLEGE,JESSORE,Non Govt.,116102,"HAMIDPUR, JESSORE SADAR"
523,TALBARIA DEGREE COLLEGE,JESSORE,Non Govt.,116097,TALBARIA
524,NAWAPARA MAHILA COLLEGE,JESSORE,Non Govt.,115545,NOAPARA
525,MUKTIJODDHA COLLEGE,JESSORE,Non Govt.,116111,RUDRAPUR
526,UPASHAHAR MAHILA DEGREE COLLEGE,JESSORE,Non Govt.,116105,UPASHAHAR
527,BANGLADESH COMPUTER AND MANAGEMENT COLLEGE,JESSORE,Non Govt.,,East Barandi Para
528,JESSORE COLLEGE,JESSORE,Non Govt.,116110,SHANKARPUR
529,SHAMMILANY MAHILA COLLEGE,JESSORE,Non Govt.,115806,JHIKARGACHA
530,JHIKORGACHA MOHILA COLLEGE,JESSORE,Non Govt.,115805,JHIKORGACHA
531,GANGANANDAPUR DEGREE COLLEGE,JESSORE,Non Govt.,115803,GANGANANDAPUR
532,MUKTESWARI DEGREE COLLEGE,JESSORE,Non Govt.,168005,MONIRAMPUR
533,KAPATACKHA SHAMMILANI DEGREE COLLEGE,JESSORE,Non Govt.,115943,BARANDALI
534,GOVT. BIR SHRESTHA NOOR MOHAMMAD DEGREE COLLEGE,JESSORE,Govt.,116385,"TABARIA, SHALKONA"
535,SAMMILANI DEGREE COLLEGE,JESSORE,Non Govt.,116309,MADANPUR
536,FAZILATUNNESA GOVT. WOMEN'S COLLEGE,JESSORE,Govt.,116383,NAVARAN
537,SALUA ADARSHA DEGREE COLLEGE,JESSORE,Non Govt.,115720,CHOWGACHA
538,SHOHEED MOSHIUR RAHMAN LAW COLLEGE,JESSORE,Non Govt.,,Narail road
539,A. B. C. D. COLLEGE,JESSORE,Non Govt.,115712,CHOWGACHA
540,HIZAL DANGA SHAHID FLIGHTLT. MASUD MEMORIAL COLLEGE,JESSORE,Non Govt.,115945,HIZALDANGA
541,BENAPOLE COLLEGE,JESSORE,Non Govt.,116387,BENAPOLE
542,GOVT. TEACHERS' TRAINING COLLEGE,JESSORE,Govt.,,jessore-sadar
543,MUNSHI MEHERULLAH TEACHERS' TRAINING COLLEGE,JESSORE,Non Govt.,,"AIR PORT ROAD, PURATAN KOSBA"
544,"JESSORE SHIKKHAK PROSHIKHAN COLLEGE, PALBARI",JESSORE,Non Govt.,,PALBARI
545,AMDABAD COLLEGE,JESSORE,Non Govt.,133762,AMDABAD BAZAR
546,NOAPARA MODEL COLLEGE,JESSORE,Non Govt.,115544,NOAPARA
547,NARIKEL BARIA DEGREE COLLEGE,JESSORE,Non Govt.,115639,NARIKELBARIA
548,KESHABPUR PHYSICAL EDUCATION COLLEGE,JESSORE,Non Govt.,,keshobpur
549,JESSORE PHYSICAL EDUCATION COLLEGE,JESSORE,Non Govt.,,New uposhahor
550,UPASHAHAR TEACHERS' TRAINING COLLEGE,JESSORE,Non Govt.,133792,"236, sector-1, Upshahor"
551,BANGLADESH SOUTH WEST MODEL INSTITUTE,JESSORE,Non Govt.,,1 NO. NARIAL ROAD
552,S.M. SULTAN FINE ART COLLEGE,JESSORE,Non Govt.,,
554,RUPDIA SHAHEED SMRITY COLLEGE,JESSORE,Non Govt.,116103,RUPDIA. SDAR
555,RAJGONJ DEGREE COLLEGE,JESSORE,Non Govt.,116304,MONOHORPUR
556,NATUNHAT PUBLIC COLLEGE,JESSORE,Non Govt.,116098,GAZIR DARGAH
557,BAGHAR PARA MOHILA COLLEGE,JESSORE,Non Govt.,115642,BAGARPARA
558,VANGURA ADARSHA DEGREE COLLEGE,JESSORE,Non Govt.,115640,VANGURA
559,MIRJAPUR ADARSHA WOMEN COLLEGE,JESSORE,Non Govt.,115638,GOURNAGAR
561,PAKSHIA IDEAL COLLEGE,JESSORE,Non Govt.,116386,PAKSHIA BAZAR
563,PANJIA MAHAVIDYALAYA,JESSORE,Non Govt.,115948,"PAJIA, KESHABPUR"
564,DR. ABDUR RAZZAK MUNICIPAL COLLEGE,JESSORE,Non Govt.,564,"STADIAMPARA, KHARKI"
565,SHIMULIA DEGREE COLLEGE,JESSORE,Non Govt.,115808,SHIMULIA
566,SOUTHERN INSTITUTE OF BUSINESS AND INFORMATION TECHNOLOGY (SIBIT),JESSORE,Non Govt.,,PURATAN KASBA
567,GABKHALI MAGURA UNITED COLLEGE,JESSORE,Non Govt.,115549,AVOYNAGAR
568,BHABADAHA COLLEGE,JESSORE,Non Govt.,115541,CHECHURIA BAZAR
569,BHOYRAB ADARSHA COLLEGE,JESSORE,Non Govt.,115548,"Siddhipasha, Abhynagor"
570,S. M. HABIBUR RAHMAN POURO COLLEGE,JESSORE,Non Govt.,132020,CHOGACHKA
571,TARIQUL ISLAM PAWRO COLLEGE,JESSORE,Non Govt.,115721,"Esapur, Jessore"
307,RAYERMOHAL COLLEGE,KHULNA,Non Govt.,117110,KHALISHPUR
308,METROPOLITAN COLLEGE,KHULNA,Non Govt.,117432,SABUJBAGH
309,KHANJAHAN ALI COLLEGE OF SCIENCE & TECHNOLOGY,KHULNA,Non Govt.,133357,B-6 MAJID SARANI
310,KOYRA GOVERNMENT MOHILA COLLEGE,KHULNA,Govt.,117239,KOYRA
311,ALAIPUR COLLEGE,KHULNA,Non Govt.,117394,ALIPUR
312,KHULNA GOVT. MAHILA COLLEGE,KHULNA,Govt.,117107,"BOYRA, KHULNA"
313,AZAM KHAN GOVT. COMMERCE COLLEGE,KHULNA,Govt.,117165,"3, BABU KHAN ROAD"
314,AHSANULLAH COLLEGE,KHULNA,Non Govt.,117427,"31 K, D, A AVINUE"
