College Code,College Name,District,Type,EIIN,Address
1408,KORIMUNNESSA HAFIZ MOHILA COLLEGE,BHOLA,Non Govt.,101570,LALMOHAN municipality
1409,SHAHBAJPUR GOVT. COLLEGE,BHOLA,Govt.,101572,COLLEGE PARA
1410,FATEMA MATIN MOHILA COLLEGE,BHOLA,Non Govt.,101438,CHARFASSION
1411,DULAR HAT ADARSHA COLLEGE,BHOLA,Non Govt.,101440,"CHARTOFAZZOL, DULARHAT"
1412,ALTAZER RAHMAN COLLEGE,BHOLA,Non Govt.,101209,
1413,BORHANUDDIN MAHILA COLLEGE,BHOLA,Non Govt.,101292,BORHANUDDIN
1414,MANPURA GOVT. COLLEGE,BHOLA,Govt.,101591,"MONPURA, BHOLA"
1415,DR. AZAHAR UDDIN DEGREE COLLEGE,BHOLA,Non Govt.,101573,"GAZARIA, LALMOHAN"
1416,RASULPUR DEGREE COLLEGE,BHOLA,Non Govt.,101435,SHASHIBHUSSION
1417,BANKERHAT CO-OPERATIVE COLLEGE,BHOLA,Non Govt.,101210,BANKERHAT
1418,ELISHA ISLAMIA MODEL COLLEGE,BHOLA,Non Govt.,101203,BHOLA SADAR
1419,BANGLA BAZAR FATEMA KHANAM COLLEGE,BHOLA,Non Govt.,101204,SOUTH DIGHOLDI
1420,BHOLA ADAKHA NAZRUL ISLAM TEACHER'S TRAINING COLLEGE,BHOLA,Non Govt.,,Charfasion
1421,HALIMA KHATUN MOHILA MOHABIDHALAYA,BHOLA,Non Govt.,101485,JOYNAGAR
1422,DHALIGOURNAGAR COLLEGE,BHOLA,Non Govt.,132034,"KULCHARA, SHARAJIA"
1423,REBA RAHMAN DEGREE COLLEGE,BHOLA,Non Govt.,132025,"Bhola, Chittagong"
1424,ZANATA BAZAR COLLEGE,BHOLA,Non Govt.,101434,CHAR FASSON
1425,BEGUM RAHIMA ISLAM COLLEGE,BHOLA,Non Govt.,134388,Charfasson
1426,ABDULLAH AL ISLAM JAKOB COLLEGE,BHOLA,Non Govt.,101437,Hasangonj
1427,PRINCIPAL NAZRUL ISLAM COLLEGE,BHOLA,Non Govt.,134352,Charfassion
1428,NILIMA JAKOB COLLEGE,BHOLA,Non Govt.,136974,BHOLA
1429,KACHIA TOBGI EASIN PARA E.P MOHABIDHALAY,BHOLA,Non Govt.,101293,
1430,HAZI MD NURUL ISLAM CHOWDHURY COLLEGE,BHOLA,Non Govt.,135393,BHOLA
1431,DOKKHIN AICHA PRINCIPAL NAZRUL ISLAM COLLEGE,BHOLA,Non Govt.,139117,CHAR FASSON
1301,JHALOKATHI GOVT. COLLEGE,JHALOKATHI,Govt.,101709,JHALOKATHI
1302,SHERE BANGLA FAZLUL HAQUE COLLEGE,JHALOKATHI,Non Govt.,101710,BINOYKATI
1303,GOVT. NOLCHHITI COLLEGE,JHALOKATHI,Govt.,101867,NALCHITY
1304,ZULFIKAR ALI BHUTTO COLLEGE,JHALOKATHI,Non Govt.,101868,KATAKHALI
1305,GOVT. TOFAZZAL HOSSAIN MANIK MIA COLLEGE,JHALOKATHI,Govt.,101783,KATHALIA
1306,SHAHID RAJA COLLEGE,JHALOKATHI,Non Govt.,101784,AMUA
1307,JHALOKATHI MOHILA COLLEGE,JHALOKATHI,Govt.,101708,JHALOKATI
1308,ALHAJ LALMON HAMID WOMEN COLLEGE,JHALOKATHI,Non Govt.,101972,RAJAPUR
1309,RAJAPUR GOVT. COLLEGE,JHALOKATHI,Govt.,101973,"RAJAPUR, JHALAKATI"
1311,DOPDOPIA UNIOUN DEGREE COLLEGE,JHALOKATHI,Non Govt.,101869,BHAROTKATI
1312,BARAIYA COLLEGE,JHALOKATHI,Non Govt.,101975,PALOT
1313,MONOSWITA MOHILA COLLEGE,JHALOKATHI,Non Govt.,101785,Talgasia
1314,ABDUL MALEQUE COLLEGE,JHALOKATHI,Non Govt.,101974,"Uttampur, Rajapur"
1315,AKLIMA MOAZZEM HOSSAIN COLLEGE,JHALOKATHI,Non Govt.,136555,JHALOKATHI SADAR
1316,"HEMAYET UDDIN COLLEGE, GUATON",JHALOKATHI,Non Govt.,101707,Guaton
1501,PATUAKHALI GOVT. COLLEGE,PATUAKHALI,Govt.,102596,PATUAKHALI.
1502,PATUAKHALI MAHILA COLLEGE,PATUAKHALI,Govt.,102593,
1503,MAUKARAN BADARPUR LEBUKHALI PANGASHIA COLLEGE,PATUAKHALI,Non Govt.,102598,"MOUKARON, MOUKARON"
1504,GOVT. JANATA COLLEGE,PATUAKHALI,Govt.,102216,"DUMKI, PATUAKHALI"
1505,IDRIS MOLLAH DEGREE COLLEGE,PATUAKHALI,Non Govt.,102105,KALIYA
1506,ABDUL KARIM MRIDHA COLLEGE,PATUAKHALI,Non Govt.,102594,"CHARPARA, PATUAKHALI"
1507,GALACHIPA GOVT. COLLEGE,PATUAKHALI,Govt.,102331,GALACHIPA
1508,GOVT. MOZAHARUDDIN BISWAS COLLEGE,PATUAKHALI,Govt.,102402,"KHEPUPARA, PATUAKHALI"
1509,SUBIDKHALI GOVT. COLLEGE,PATUAKHALI,Govt.,102471,SUBIDKHALI
1510,BAUPHAL GOVT. COLLEGE,PATUAKHALI,Govt.,102107,"BAUPHAL, BAUPHAL"
1511,DR. YAKUB SHARIF COLLEGE,PATUAKHALI,Non Govt.,102110,"BAGA BANDOR, BAUPHAL"
1512,KOLAGACHIA S. M. SAKENDAR ALI CHOWDHURY DEGREE COLLEGE,PATUAKHALI,Non Govt.,102330,"KALAGACHIA, KALAGACHIA."
1513,KALISURI COLLEGE,PATUAKHALI,Non Govt.,102109,"KALISURI, BAUPHAL"
1514,KACHIPARA MD. ABDUR RASHID MIAH COLLEGE,PATUAKHALI,Non Govt.,102113,KACHIPARA
1515,GALACHIPA WOMEN'S COLLEGE,PATUAKHALI,Non Govt.,102332,GALACHIPA
1516,AKHTAR HOSSAIN CHOUDHURY MEMORIAL COLLEGE,PATUAKHALI,Non Govt.,102473,KATHALTOLI
1517,PATUAKHALI LAW COLLEGE,PATUAKHALI,Non Govt.,,Adalatpara
1519,DAKSHINBANGA TEACHERS' TRAINING COLLEGE,PATUAKHALI,Non Govt.,,Shere-e-bangla road
1521,PATUAKHALI PHYSICAL TRAINING COLLEGE,PATUAKHALI,Non Govt.,,Sher-e-Bangla Road
1522,MOHAMMED ISHAQUE MODEL DEGREE COLLEGE,PATUAKHALI,Non Govt.,102595,PATUAKHALI
1523,GOVT. ABDUR RASHID TALUKDER COLLEGE,PATUAKHALI,Govt.,102164,
1524,DHANKHALI COLLEGE,PATUAKHALI,Non Govt.,102403,
1525,SUBIDKHALI MOHILA COLLEGE,PATUAKHALI,Non Govt.,102472,SUBIDKHALI
1526,ABDUR RASHID KHAN COLLEGE,PATUAKHALI,Non Govt.,102112,NOWMALA
1527,HAZI MOKTER ALI MRIDHA DEGREE COLLEGE,PATUAKHALI,Non Govt.,102600,CHHOTO BEGHAI
1528,ENGINEER FARUK TALUKDER MOHILLA COLLEGE,PATUAKHALI,Non Govt.,102108,NAZIRPUR
1529,DHARANDI COLLEGE,PATUAKHALI,Non Govt.,102591,DHARANDI
1530,KHARIZZAMA COLLEGE,PATUAKHALI,Non Govt.,102334,KHARIZZAMA
1531,AZIZ AHMED COLLEGE,PATUAKHALI,Non Govt.,131891,"MURADIA, DUMKI"
1532,PATUAKHALI LIBRARY AND INFORMATION SCIENCE COLLEGE,PATUAKHALI,Non Govt.,,SHER-E-BANGLA ROAD
1533,KALAPARA MOHILLA COLLEGE,PATUAKHALI,Non Govt.,102401,"Kalapara, Patuakhali"
1534,KESHABPUR MAHAVIDYALA,PATUAKHALI,Non Govt.,102106,BAUPHAL
1535,KUAKATA KHANABAD COLLEGE,PATUAKHALI,Non Govt.,102399,KALA PARA
1536,HAZI AKKEL ALI HOWLADER DEGREE COLLEGE,PATUAKHALI,Non Govt.,102597,
1537,MUKTIJHODDHA MEMORIAL COLLEGE,PATUAKHALI,Non Govt.,102400,
1538,HAZI HAMEJUDDIN MRIDHA DEGREE COLLEGE,PATUAKHALI,Non Govt.,132000,PATUAKHALI SADAR
1539,ALHAZ JALAL UDDIN COLLEGE,PATUAKHALI,Non Govt.,102404,PATUAKHALI
1540,HAZI KERAMAT ALI DEGREE COLLEGE,PATUAKHALI,Non Govt.,102327,PATUAKHALI
1201,SUHRAWARDI GOVT. COLLEGE,PEROJPUR,Govt.,102955,PIROJPUR SADAR
1202,PEROJPUR GOVT. MAHILA COLLEGE,PEROJPUR,Govt.,102956,PARERHAT ROAD
1203,GOVT. KAUKHALI COLLEGE,PEROJPUR,Govt.,102721,KAUKHALI
1205,BHANDARIA GOVT. COLLEGE,PEROJPUR,Govt.,102683,BHANDARIA
1207,BHANDARIA MAJIDA BEGUM MAHILA COLLEGE,PEROJPUR,Non Govt.,102684,BHANDARIA
1208,GOVT. SWARUPKATHI COLLEGE,PEROJPUR,Govt.,103082,"SOHAGDAL, NESARABAD"
1209,NAZIRPUR COLLEGE,PEROJPUR,Non Govt.,102892,NAZIRPUR SADOR
1210,MATIBHANGA DEGREE COLLEGE,PEROJPUR,Non Govt.,102889,"MATIBHANGA, NAZIRPUR"
1211,MOTHBARIA GOVT. COLLEGE,PEROJPUR,Govt.,102819,MATHBARIA
1212,KABI GURU RABINDRA NATH DEGREE COLLEGE,PEROJPUR,Non Govt.,103083,KURIANA
1213,GOVT. INDURKANI COLLEGE,PEROJPUR,Govt.,102986,"ZIANAGAR, PIROJPUR"
1214,SAFA COLLEGE,PEROJPUR,Non Govt.,102821,"DHANISAFA, SAFA BANDAR"
1215,AFTABUDDIN COLLEGE,PEROJPUR,Non Govt.,102954,PIROJPUR SADAR
1216,SHAHID SMRITI COLLEGE,PEROJPUR,Non Govt.,103081,SWARUPKATI
1217,MOHIUDDIN AHMED WOMEN'S DEGREE COLLEGE,PEROJPUR,Non Govt.,102817,MATHBARIA POUROSAVA
1218,RAJBARI COLLEGE,PEROJPUR,Non Govt.,103078,BYASKATI
1219,MOTHBARIA TEACHERS' TRAINING COLLEGE,PEROJPUR,Non Govt.,,"mothbaria, perojpur"
1220,DR. RUSTUM ALI FARAJI DEGREE COLLEGE,PEROJPUR,Non Govt.,102820,UTTAR SONAKHALI
1221,PEROJPUR LAW COLLEGE,PEROJPUR,Non Govt.,133506,"sadar road, perojpur"
1223,PEROJPUR TEACHERS' TRAINING COLLEGE,PEROJPUR,Non Govt.,,Perojpur Sadar
1224,AMANULLAH DEGREE COLLEGE,PEROJPUR,Non Govt.,102682,"BHANDARIA, PIROJPUR"
1225,FAZILA RAHMAN MOHILA COLLEGE,PEROJPUR,Non Govt.,103080,KOWRIKHARA
1226,PASHCIM SOHAGDAL SHAHID SMRITY B. M. DEGREE COLLEGE,PEROJPUR,Non Govt.,131984,WEST SOHAGDAL
1227,KAUKHALI MOHILA DEGREE COLLEGE,PEROJPUR,Non Govt.,102720,KAUKHALI
1228,GOVT. BANGAMATA BEGUM FAZILATUNNESA MUJIB WOMEN'S COLLEGE,PEROJPUR,Govt.,134874,NAZIRPUR SADAR
1229,ALHAJ ABDUR RAHMAN COLLEGE,PEROJPUR,Non Govt.,103079,NESARABAD
1230,BANGABANDHU SHEIKH MUJIBUR RAHMAN COLLEGE,PEROJPUR,Non Govt.,131952,PEROJPUR
1231,BAITHA KATA COLLEGE,PEROJPUR,Non Govt.,102890,PEROJPUR
1801,BRINDABAN GOVT. COLLEGE,HABIGANJ,Govt.,129447,HABIGANJ
1802,CHUNARUGHAT GOVT. COLLEGE,HABIGANJ,Govt.,129412,CHUNARUGHAT SHOWDHUR
1803,SAISTAGANJ DEGREE COLLEGE,HABIGANJ,N,129448,SAISTAGANJ
1804,JANAB ALI GOVT. COLLEGE,HABIGANJ,Govt.,129372,JATRAPASHA. BANIACHONG
1805,MOULANA ASAD ALI DEGREE COLLEGE,HABIGANJ,Non Govt.,129493,MADHABPUR
1806,HABIGANJ MAHILA COLLEGE,HABIGANJ,Govt.,129449,"RAJNAGOR, HABIGANJ"
1807,NABIGANJ DEGREE COLLEGE,HABIGANJ,Govt.,129524,NABIGANJ
1808,INATHGANJ COLLEGE,HABIGANJ,Non Govt.,129525,INATHGANJ BAZAR
1809,ALIF SUBHAN CHOWDHURY GOVT. COLLEGE,HABIGANJ,Govt.,129342,MIRPUR BAZAR
1810,"SHACHINDRA COLLEGE, NAGURA",HABIGANJ,Non Govt.,129373,"NAGURA, P.O-PUKHRA"
1811,SHAHJALAL GOVT. COLLEGE,HABIGANJ,Govt.,129492,AFZAL PUR
1812,AJMIRIGANJ DEGREE COLLEGE,HABIGANJ,Govt.,129325,P.O- AJMIRIGANJ
1813,HABIGANJ LAW COLLEGE,HABIGANJ,Non Govt.,,SHASHANGHAT ROAD
1814,BAHUBAL COLLEGE,HABIGANJ,Non Govt.,129343,BAHUBAL
1815,SUFIA MATIN MOHILA COLLEGE,HABIGANJ,Non Govt.,129374,JATRAPASHA
1816,DHARMAGHAR COLLEGE,HABIGANJ,Non Govt.,129494,DHARMAGHAR
1817,MUKTIJODDHA ZIA COLLEGE,HABIGANJ,Govt.,129462,"bamai, lakhai"
1818,RAGIB RABEYA COLLEGE,HABIGANJ,Non Govt.,139971,"paniumda, nabigonj"
1819,DINARPUR COLLEGE,HABIGANJ,Non Govt.,136281,"DEOPARA, NABIGANG"
2001,MOULVIBAZAR GOVT. COLLEGE,MOULVIBAZAR,Govt.,129730,"COUT ROAD, MOULVIBAZAR"
2002,BARALEKHA DEGREE COLLEGE,MOULVIBAZAR,Govt.,129580,"GRAMTALA, BARLEKHA"
2003,MOULVIBAZAR MAHILA COLLEGE,MOULVIBAZAR,Govt.,129729,"COURT ROAD, MOULVIBAZAR"
2004,RAJNAGAR GOVERNMENT COLLEGE,MOULVIBAZAR,Govt.,129755,RAJNAGAR
2005,KOMOLGANJ GOVT. GANO COLLEGE,MOULVIBAZAR,Govt.,,KOMOLGANJ
2006,SREEMANGAL GOVT. COLLEGE,MOULVIBAZAR,Govt.,129783,SREEMANGAL
2007,KULAURA DEGREE COLLEGE,MOULVIBAZAR,Govt.,129682,KULAURA
2008,TAIBUNNESSA KHANOM ACADEMY DEGREE COLLEGE,MOULVIBAZAR,Govt.,129582,NORTH BABANIPUR
2009,YAKUB TAJUL MAHILA COLLEGE,MOULVIBAZAR,Non Govt.,129681,KULAURA
2010,"DWARIKA PAUL MOHILA COLLEGE, SRIMANGAL",MOULVIBAZAR,Non Govt.,129782,"HOBIGANJ ROAD, SRIMANGAL"
2011,NARI SHIKKA ACADEMY DEGREE COLLEGE,MOULVIBAZAR,Non Govt.,129581,"PANIDHAR, BARLEKHA"
2012,LUNGLA ADHUNIK DEGREE COLLEGE,MOULVIBAZAR,Non Govt.,129684,PO.- PRITHIMPASSA
2013,MOULANA MOFAZZAL HOSSAIN MAHILA COLLEGE,MOULVIBAZAR,Non Govt.,129756,PONCHGON
2014,SYED SHAH MOSTAFA COLLEGE,MOULVIBAZAR,Non Govt.,129731,SHAMSHER NAGAR ROAD
2015,ALHAJ MD MOKLISUR RAHMAN DEGREE COLLEGE,MOULVIBAZAR,Non Govt.,135327,MOULVIBAZAR sadar
2016,SHAH- NIMATRA SAGORNAL- FULTOLA COLLEGE,MOULVIBAZAR,Non Govt.,129680,Juri
2017,BHATERA COLLEGE,MOULVIBAZAR,Non Govt.,139253,KURAURA
1901,SUNAMGANJ GOVT. COLLEGE,SUNAMGANJ,Govt.,130051,HASANNAGOR
1902,JAMALGANJ GOVT. COLLEGE,SUNAMGANJ,Govt.,129996,SACHNA
1903,DERAI GOVT. COLLEGE,SUNAMGANJ,Govt.,129887,DERAICHANDPUR
1904,CHHATAK MAHABIDDYALAYA,SUNAMGANJ,Govt.,129855,CHHATAK
1905,GOBINDOGANJ ABDUL HAQUE SMRITI COLLEGE,SUNAMGANJ,Non Govt.,129856,GOBINDAGANJ NAYA BAZAR
1906,DIGENDRA BARMAN DEGREE COLLEGE,SUNAMGANJ,Govt.,129802,"SOGHOR, BISWAMBHARPUR"
1907,DHARMA PASHA GOVT. COLLEGE,SUNAMGANJ,Govt.,129908,"DHAMAPASHA, SUNAMGONJ"
1908,BADSHAGANJ COLLEGE,SUNAMGANJ,Non Govt.,129909,BADSHAGANJ
1909,JAGANNATHPUR DEGREE COLLEGE,SUNAMGANJ,Govt.,129978,JAGANNATHPUR
1910,JAWA BAZAR COLLEGE,SUNAMGANJ,Non Govt.,129858,"JAWA BAZAR, CHHATAK"
1911,JANATA COLLEGE,SUNAMGANJ,Non Govt.,129857,VILL. PO: MOYEENPUR
1912,BADAGHAT GOVT. COLLEGE,SUNAMGANJ,Govt.,130077,"MOLLA PARA, BADAGHAT BAZAR"
1913,SUNAMGANJ GOVT. WOMENS COLLEGE,SUNAMGANJ,Govt.,130050,"BADANPARA, SUNAMGANJ"
1914,DUARABAZAR DEGREE COLLEGE,SUNAMGANJ,Govt.,129932,"DUARABAZAR, SUNAMGANJ"
1915,BIBIANA MODEL COLLEGE,SUNAMGANJ,Non Govt.,129886,BOALIA BAZAR
1916,ISLAMGONJ COLLEGE,SUNAMGANJ,Non Govt.,130053,"Gourarong, Sunamgong"
1917,SULLA GOVT. COLLEGE,SUNAMGANJ,Govt.,130010,GHUNGERGHOAN
1918,MOINUL HAQUE COLLEGE,SUNAMGANJ,Non Govt.,130055,JOYNOGOR BAZAR
1919,SUNAMGANJ POURA COLLEGE,SUNAMGANJ,Non Govt.,130052,SUNAMGANJ SADAR
1920,JOYNEL ABEDIN COLLEGE,SUNAMGANJ,Non Govt.,130078,TAHIRPUR
1701,M. C. COLLEGE,SYLHET,Govt.,130457,"TILAGAR, SYLHET"
1702,HAZRAT SHAHJALAL (RA.) COLLEGE,SYLHET,Non Govt.,130355,"KOHAIGOR, CHIKNAGOOL"
1703,TAJPUR COLLEGE,SYLHET,Non Govt.,130125,TAJPUR
1704,BHADESWAR MAHILA COLLEGE,SYLHET,Non Govt.,130299,SOUTH BHADESWAR
1705,GOVT. MAHILA COLLEGE,SYLHET,Govt.,130453,"CHOWHATTA, SADAR"
1706,MOINUDDIN ADARSHA MAHILA COLLEGE,SYLHET,Non Govt.,130451,"SHAMIMABAD, BAGBARI"
1707,SYLHET GOVT. COLLEGE,SYLHET,Govt.,130450,"TAMABIL ROAD, TILAGOAR"
1708,GOVT. MADAN MOHAN COLLEGE,SYLHET,Govt.,130452,LAMABAZAR
1709,BEANIBAZAR GOVT. COLLEGE,SYLHET,Govt.,130172,BEANIBAZAR
1710,FENCHUGANJ DEGREE COLLEGE,SYLHET,Govt.,130257,P.O. FENCHUGANJ
1711,DHAKA DAKSHIN DEGREE COLLEGE,SYLHET,Govt.,130300,"DHAKA DAKSHIN, GOLAPGONJ"
1712,GOAIN GHAT DEGREE COLLEGE,SYLHET,Govt.,130335,"GOWAINGHAT, SYLHET"
1713,KANAI GHAT GOVT. COLLEGE,SYLHET,Govt.,130389,KANAIGHAT
1714,DAKSHIN SURMA GOVERNMENT COLLEGE,SYLHET,Govt.,130499,DAKSHIN SURMA
1715,RAGIB-RABEYA COLLEGE,SYLHET,Non Govt.,130219,"RAGIB NAGOR, KAMAL BAZAR"
1716,JAINTAPUR TAYOB ALI DEGREE COLLEGE,SYLHET,Non Govt.,130356,"JAINTAPUR, SYLHET"
1717,BALAGONJ GOVERNMENT COLLEGE,SYLHET,Govt.,130124,"BALAGONJ, SYLHET"
1719,SYLHET LAW COLLEGE,SYLHET,Non Govt.,133339,SHAHJALAL BRIDGE ROAD
1720,"JALALABAD TEACHERS' TRAINING COLLEGE, UPASHAHAR",SYLHET,Non Govt.,133271,SHAHJALAL UPOSHAHAR
1721,METROPOLITAN LAW COLLEGE,SYLHET,Non Govt.,,"29 diginto, Amborkhana"
1722,GOVT. TEACHERS' TRAINING COLLEGE,SYLHET,Govt.,133322,PURBO SHAHI
1723,SHAH KHURROM COLLEGE,SYLHET,Non Govt.,130455,TUKER BAZAR
1724,JAINTIA DEGREE COLLEGE,SYLHET,Non Govt.,130354,"DORBOST, JAINTAPUR"
1725,NOORJAHAN MEMORIAL WOMEN'S COLLEGE,SYLHET,Non Govt.,130456,"DAKSHIN SURMA, SYLHET."
1726,SHIMANTIK IDEAL TEACHERS' TRAINING COLLEGE,SYLHET,Non Govt.,133393,URMI 43 SHIBGONJ MAIN ROAD
1727,BEANIBAZAR ADARSHA MOHILA COLLEGE,SYLHET,Non Govt.,130299,NIDONPUR
1728,BISWANATH DEGREE COLLEGE,SYLHET,Govt.,130217,BISWANATH
1729,LATIFA-SHAFI CHOUDHURY WOMEN COLLEGE,SYLHET,Non Govt.,130500,P.O: KHALOMUK BAZAR
1730,ISAMOTI COLLEGE,SYLHET,Non Govt.,130543,ISAMOTI
1732,HAFSA MAZUMDER MOHILA DEGREE COLLEGE,SYLHET,Non Govt.,130540,ZAKIGANJ
1733,IMRAN AHMAD WOMEN'S DEGREE COLLEGE,SYLHET,Govt.,130357,NIJPAT (JANGAL HATI)
1734,GOALABAZAR ADARSHA GOVT. WOMEN'S COLLEGE,SYLHET,Govt.,130123,GOALABAZAR
1735,M. SAIFUR RAHMAN COLLEGE,SYLHET,Non Govt.,130235,COMPANIGONG
1736,JALALPUR COLLEGE,SYLHET,Non Govt.,130449,"AJMOTPUR, JALALPUR"
1737,DAYAMIR COLLEGE,SYLHET,Non Govt.,130126,Balaganj
1738,BAROHAL COLLEGE,SYLHET,Non Govt.,130541,"Zakiganj, Sylhet"
1739,AL-EMDAD COLLEGE,SYLHET,Non Govt.,130305,"Golapganj, Sylhet"
1740,GACHHBARI IDEAL COLLEGE,SYLHET,Non Govt.,130390,Kanaighat
1741,ZAASS INSTITUTE,SYLHET,Non Govt.,,
1742,BOIRAGIBAZAR IDEAL COLLEGE,SYLHET,Non Govt.,134344,"Beanibazar, Sylhet"
1743,KUSHIARA COLLEGE,SYLHET,Non Govt.,130301,Golapganj Upazila
1744,UTTAR BISHWANATH AMJOD ULLAH COLLEGE,SYLHET,Non Govt.,130218,"Bishwanath, Sylhet"
1745,ZAKIGONJ GOVT. COLLEGE,SYLHET,Govt.,130542,ZAKIGONJ
1746,MALIK NAHAR MEMORIAL COLLEGE,SYLHET,Non Govt.,132030,KANAIGHAT
1747,SHIMANTIK COLLEGE,SYLHET,Non Govt.,134190,SYLHET
5001,GOVT. ASHEK MAHMUD COLLEGE,JAMALPUR,Govt.,109996,JAMALPUR
5002,MADARGANJ A. H. Z. GOVT. COLLEGE,JAMALPUR,Govt.,110076,GABERGRM
5003,MELANDAH GOVT. COLLEGE,JAMALPUR,Govt.,110150,MELANDAH
5004,JAHEDA SAFIR MAHILA COLLEGE,JAMALPUR,Govt.,109994,JAMALPUR
5005,NANDINA SK. ANOWER HOSSAIN COLLEGE,JAMALPUR,Non Govt.,109991,NANDINA
5006,GOVT. ABDUL KHALEK MEMORIAL COLLEGE,JAMALPUR,Govt.,109776,DEWANGANJ
5007,SANONDABARI COLLEGE,JAMALPUR,Non Govt.,109777,SANANDABARI
5008,GOVT. ISLAMPUR COLLEGE,JAMALPUR,Govt.,109857,ISLAMPUR
5009,SHARISABARI MAHMUDA SALAM MOHILA COLLEGE,JAMALPUR,Non Govt.,110214,ARAMNAGAR
5010,"SUJAT ALI COLLEGE, PINGNA",JAMALPUR,Non Govt.,110217,PINGINA
5011,SARISHABARI COLLEGE,JAMALPUR,Non Govt.,110215,SARISHABARI
5012,BAKSHIGANJ KEAMATULLAH GOVT. COLLEGE,JAMALPUR,Govt.,109725,BAKSHIGONI
5013,NURUNNAHAR MIRZA KASEM MAHILA COLLEGE,JAMALPUR,Non Govt.,110077,"MADARGONJ, JAMALPUR"
5014,JAHANARA LATIF MAHILA COLLEGE,JAMALPUR,Non Govt.,110149,MELANDAH
5015,JHOWLA GUPALPUR COLLEGE,JAMALPUR,Non Govt.,109992,GOPALPUR BAZAR
5016,HAZRABARI SERAJUL HUQ COLLEGE,JAMALPUR,Non Govt.,110151,HAZRABARI
5017,ISLAMPUR MD. ABDUS SAMAD- PERVEZ MEMORIAL MOHILA COLLEGE,JAMALPUR,Non Govt.,109855,MOUZAZALLAH
5018,DIGPAIT SHAMSUL HAQ COLLEGE,JAMALPUR,Non Govt.,109997,"DIGPAIT, JAMALPUR"
5019,JAMALPUR LAW COLLEGE,JAMALPUR,Non Govt.,,"Bazrapur, Jamalpur"
5020,MIRZA AZAM COLLEGE,JAMALPUR,Non Govt.,110078,GUNERBARI
5021,KHATEMOON MOIN MOHILA COLLEGE,JAMALPUR,Non Govt.,109724,BAKSHIGANJ
5023,INSTITUTE OF BUSINESS ADMINISTRATION JAMALPUR,JAMALPUR,Non Govt.,,GULAPBUG JAMALPUR SADAR
5024,SHAHID ZIAUR RAHMAN DEGREE COLLEGE,JAMALPUR,Non Govt.,109995,JAMALPUR SADOR
5025,HABIBUR RAHAMAN COLLEGE,JAMALPUR,Non Govt.,110152,MAHMUDPUR
5026,DR. ABDUL MAZID TALUKDER DEGREE COLLEGE,JAMALPUR,Non Govt.,110000,RUPSHI KAMALKHAN HAT
5027,POGALDIGHA COLLEGE,JAMALPUR,Non Govt.,110218,TARAKANDI
5028,KHAWJA SHAH SUFI YUNUS ALI COLLEGE,JAMALPUR,Non Govt.,110079,NAYAPARA
5029,BANGABANDHU GOVT. COLLEGE JHAWGARA,JAMALPUR,Govt.,110146,JHAWGORA
5030,M M MEMORIAL COLLEGE,JAMALPUR,Non Govt.,109778,"KATHERBILL, HATIVANGA"
5031,TULSHIPUR COLLEGE,JAMALPUR,Non Govt.,109999,Rashidpur
5032,JINNATON AFSOR MOHILA COLLEGE,JAMALPUR,Non Govt.,109993,"Narundi Bazar, Jamalpur Sadar"
5201,Ananda Mohan College,MYMENSINGH,Govt.,111911,"COLLEGE ROAD, MYMENSINGH"
5202,GOVT. MOMINUNNESSA MAHILA COLLEGE,MYMENSINGH,Govt.,111915,K C ROY ROAD
5203,MYMENSINGH MAHILA COLLEGE,MYMENSINGH,Non Govt.,111916,31. C K GHOSH ROAD
5204,NASIRABAD COLLEGE,MYMENSINGH,Non Govt.,111912,"SADAR, MYMENSINGH"
5205,MYMENSINGH COLLEGE,MYMENSINGH,Non Govt.,111914,42. RAMBABU ROAD MYMENSINGH
5206,A. M. M. COLLEGE,MYMENSINGH,Non Govt.,111918,C.K. GOSH. ROAD
5207,GAFARGAON GOVT. COLLEGE,MYMENSINGH,Govt.,111663,"GAFARGAON, MYMENSINGH"
5208,ABDUR RAHMAN COLLEGE,MYMENSINGH,Non Govt.,111665,"KANDIPARA, GAFARGAON"
5209,PHULPUR GOVT. COLLEGE,MYMENSINGH,Govt.,112183,"COLLEGE ROAD, PHULPUR"
5210,GOVERNMENT DHOBAURA ADARSHA COLLEGE,MYMENSINGH,Govt.,111386,DHOBAURA
5211,HALUAGHAT SHAHID SMRITI GOVT. COLLEGE,MYMENSINGH,Govt.,111768,HALUAGHAT
5212,GOURIPUR GOVT. COLLEGE,MYMENSINGH,Govt.,111722,GOURIPUR
5213,GOURIPUR MAHILA COLLEGE,MYMENSINGH,Non Govt.,111723,"UPAZILA SADAR, GOURIPUR"
5214,"GOVT. NAZRUL COLLEGE, TRISHAL",MYMENSINGH,Govt.,112293,"TRISHAL, MYMENSINGH"
5215,FULBARIA COLLEGE,MYMENSINGH,Non Govt.,111516,"FULBARIA, MYMENSINGH."
5216,"SHAHID SMRITI GOVT. COLLEGE, MUKTAGACHHA",MYMENSINGH,Govt.,111999,"MUKTAGACHA, MYMENSINGH"
5217,"GOVT. SHAHID SMRITI ADARSHA COLLEGE, NANDAIL",MYMENSINGH,Govt.,112070,"CHANDIPASHA, NANDAIL"
5218,ISWARGANJ GOVERNMENT COLLEGE,MYMENSINGH,Govt.,111821,ISHWARGONJ
