orgId,portal,tnc
7585503,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
7585503,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
7589104,https://ipu.samarth.ac.in/index.php/site/login,http://www.ipu.ac.in/disclaimer.php
10007249,https://sim.unipune.ac.in/sim_app/Login/Login,https://unipune.ac.in/university_files/copyright.htm
10010264,https://online.osmaniaerp.com/AFC/info/index,https://osmaniaerp.com/cstonline/Attachments/Website_Policies.PDF
10042816,https://sukapps.unishivaji.ac.in/sfcapp/#/login,https://www.unishivaji.ac.in/about_suk/Terms-0f-Use
10044850,https://portal.svkm.ac.in/usermgmt/login,https://svkm.ac.in/Privacy%20policy/HF__4.html
10044850,https://studentzone-ngasce.nmims.edu/,https://nmims.edu/disclaimer
10046881,https://cetug.puchd.ac.in/login.php,https://cetug.puchd.ac.in/copyright
10046881,https://ugexam.puexam.in/Login.aspx?Status=CU,https://puchd.ac.in/show-disclaimer.php
10050748,https://abvmuup.edu.in/abvmu-affiliation/login.php,https://abvmuup.edu.in/terms-of-use.php
10050788,https://g01.tcsion.com/per/g01/pub/32884/SelfServices/templates/Login%20page_BU_ver318062024121745/Login%20page_BU/Login%20Page-118062024121827.html,https://cdoe.mgu.ac.in/privacy-policy-2/
10050788,https://g01.tcsion.com/per/g01/pub/32884/SelfServices/templates/Login%20page_BU_ver318062024121745/Login%20page_BU/Login%20Page-118062024121827.html,https://cdoe.mgu.ac.in/terms-and-conditions/
10056492,https://gurugramuniversity.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10063100,https://mscbu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10080919,https://ljku.edu.in/web/login,https://www.odoo.com/documentation/19.0/legal.html
10147873,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10147873,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
10203756,https://automation.muhs.ac.in/,https://www.muhs.ac.in/website/termsAndConditons
10203756,https://elogbook.muhs.ac.in/,https://www.iitms.co.in/terms-and-conditions/
10204335,https://mpsuerp.in/mpsu-student-portal/,https://mpsuerp.in/mpsu-student-portal/privacy.html
10204335,https://mpsuerp.in/mpsu-student-portal/,https://mpsuerp.in/mpsu-student-portal/tnc.html
10206079,https://registration.sdsuvexam.org/StudentLogin,https://registration.sdsuvexam.org/Disclaimer
10206079,https://sdsuv.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10206333,https://sim.unipune.ac.in/sim_app/Login/Login,https://unipune.ac.in/university_files/copyright.htm
10234772,https://forms.epravesh.com/HNGU/LoginRegister.aspx?CollegeName=Hemchandracharya%20North%20Gujarat%20University&PageURL=https://forms.epravesh.com/HNGU/RegistrationForm.aspx&IsShow=true,https://www.epravesh.com/terms-of-use/
10237768,https://examerp.utkaluniversity.ac.in/iitmsv4eGq0RuNHb0G5WbhLmTKLmTO7YBcJ4RHuXxCNPvuIw=?enc=EGbCGWnlHNJ/WdgJnKH8DA==,https://www.iitms.co.in/privacy-policy/
10237768,https://examerp.utkaluniversity.ac.in/iitmsv4eGq0RuNHb0G5WbhLmTKLmTO7YBcJ4RHuXxCNPvuIw=?enc=EGbCGWnlHNJ/WdgJnKH8DA==,https://www.iitms.co.in/terms-and-conditions/
10242684,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10242684,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
10251119,https://gujaratuniversity.samarth.edu.in/index.php/site/login,https://samarth.edu.in/terms-and-conditions/
10251119,https://gujaratuniversity.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10251119,https://hrdc.gujaratuniversity.ac.in/Login,https://gujaratuniversity.ac.in/disclaimer
10251119,https://hrdc.gujaratuniversity.ac.in/Login,https://www.gujaratuniversity.ac.in/disclaimer
10254203,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10254203,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
10275551,https://aktu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10275551,https://erp.aktu.ac.in/login.aspx?AspxAutoDetectCookieSupport=1,https://aktu.ac.in/disclaimer.html
10288282,https://beu.intelliexams.com/beuexams/LoginScreens/frmStudentLoginPage.aspx,https://beu.intelliexams.com/beuexams/SubLinks/FrmDisclaimer.aspx?Dis=IEHome
10288282,https://beu.intelliexams.com/beuexams/LoginScreens/frmStudentLoginPage.aspx,https://beu.intelliexams.com/beuexams/SubLinks/FrmTermsofuse.aspx?Terms=IEHome
10288282,https://biharengineering.samarth.edu.in/index.php/site/login,https://samarth.edu.in/terms-and-conditions/
10288282,https://biharengineering.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10289674,https://sim.unipune.ac.in/sim_app/Login/Login,https://unipune.ac.in/university_files/copyright.htm
10293161,https://sim.unipune.ac.in/sim_app/Login/Login,https://unipune.ac.in/university_files/copyright.htm
10293430,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10293430,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
10308195,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10308195,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
10326802,https://dauniv.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
10331464,https://sol.unipune.ac.in/Login/Login/StudentLogin,https://unipune.ac.in/university_files/copyright.htm
10333334,https://online.osmaniaerp.com/AFC/info/index,https://osmaniaerp.com/cstonline/Attachments/Website_Policies.PDF
10484952,https://student.gtu.ac.in/,https://samarth.edu.in/terms-and-conditions/
10557608,https://portal.svkm.ac.in/usermgmt/login,https://svkm.ac.in/Disclaimer/HF__11.html
10557608,https://portal.svkm.ac.in/usermgmt/login,https://svkm.ac.in/Privacy%20policy/HF__4.html
10557608,https://studentzone-ngasce.nmims.edu/,https://nmims.edu/disclaimer
10557608,https://studentzone-ngasce.nmims.edu/,https://nmims.edu/privacy-policy.php
10557608,https://studentzone-ngasce.nmims.edu/,https://www.nmims.edu/disclaimer
10557608,https://studentzone-ngasce.nmims.edu/,https://www.nmims.edu/privacy-policy
11245352,https://mu.samarth.edu.in/index.php/site/login,https://samarth.edu.in/website-policies/
11245352,https://mum.digitaluniversity.ac/login,https://mkcl.org/privacy-policy/
